1980 1 1 1 -4.005272E+02 0 0.000000E+00 0 0 0 6.959905E-02 2.297940E-02
1980 1 1 4 -3.241820E+02 0 0.000000E+00 0 0 0 6.959905E-02 2.297940E-02
1980 1 1 7 -2.696021E+02 0 2.540963E+01 0 0 0 6.959905E-02 2.297940E-02
1980 1 1 10 -2.915022E+02 0 1.460685E+02 0 0 0 6.959905E-02 2.297940E-02
1980 1 1 13 -3.947352E+02 0 1.406539E+02 0 0 0 6.213092E-02 1.509715E-02
1980 1 1 16 -4.407507E+02 0 7.332905E+00 0 0 0 4.719466E-02 -6.673561E-04
1980 1 1 19 -3.278784E+02 0 0.000000E+00 0 0 0 3.225840E-02 -1.643186E-02
1980 1 1 22 -2.569373E+02 0 0.000000E+00 0 0 0 1.732215E-02 -3.219636E-02
1980 1 2 1 -2.325344E+02 0 0.000000E+00 0 0 0 2.385888E-03 -4.796087E-02
1980 1 2 4 -3.187714E+02 0 -7.595946E-03 0 0 0 -1.255037E-02 -6.372537E-02
1980 1 2 7 -4.531633E+02 0 4.131092E+01 0 0 0 -2.748663E-02 -7.948987E-02
1980 1 2 10 -6.179559E+02 0 3.311806E+02 0 0 0 -4.242288E-02 -9.525438E-02
1980 1 2 13 -6.653418E+02 0 2.650196E+02 0 0 0 -4.742095E-02 -9.663390E-02
1980 1 2 16 -5.054383E+02 0 3.219032E-02 0 0 0 -4.248083E-02 -8.362844E-02
1980 1 2 19 -4.634196E+02 0 0.000000E+00 0 0 0 -3.754071E-02 -7.062298E-02
1980 1 2 22 -3.269335E+02 0 0.000000E+00 0 0 0 -3.260059E-02 -5.761753E-02
1980 1 3 1 -2.312977E+02 0 0.000000E+00 0 0 0 -2.766047E-02 -4.461207E-02
1980 1 3 4 -1.969824E+02 0 -1.788281E-02 0 0 0 -2.272035E-02 -3.160661E-02
1980 1 3 7 -2.231372E+02 0 3.922905E+01 0 0 0 -1.778023E-02 -1.860115E-02
1980 1 3 10 -3.193743E+02 0 3.262717E+02 0 0 0 -1.284011E-02 -5.595696E-03
1980 1 3 13 -3.065817E+02 0 2.606821E+02 0 0 0 -9.787128E-03 3.793449E-04
1980 1 3 16 -2.694420E+02 0 5.424056E-02 0 0 0 -8.621291E-03 -6.760317E-04
1980 1 3 19 -2.513037E+02 0 0.000000E+00 0 0 0 -7.455455E-03 -1.731408E-03
