 1  1  1  0.25705687979361996     
 1  1  2  0.24928812026318786     
 1  1  3  0.24151831120166181     
 1  1  4  0.23374848860895833     
 1  1  5  0.22597865248499385     
 1  1  6  0.21820880282968477     
 1  1  7  0.21043893964294733     
 1  1  8  0.20266906292469775     
 1  1  9  0.19489917267485216     
 1  1 10  0.18712926889332668     
 1  1 11  0.17935935158003730     
 1  1 12  0.17158942073489997     
 1  1 13  0.16381947635783051     
 1  1 14  0.15604951844874485     
 1  1 15  0.14827954700755874     
 1  1 16  0.14050956203418796     
 1  1 17  0.13273956352854821     
 1  1 18  0.12496955149055528     
 1  1 19  0.11719952592012488     
 1  1 20  0.10942948681717288     
 1  1 21  0.10165943418161523     
 1  1 22   9.3889368013368113E-002
 1  1 23   8.6119288312348025E-002
 1  1 24   7.8349195078472059E-002
 1  1 25   7.0579088311658156E-002
 1  1 26   6.6694029853374262E-002
 1  1 27   6.6694029853374262E-002
 1  1 28   6.6694029853374262E-002
 1  1 29   6.6694029853374262E-002
 1  1 30   6.6694029853374262E-002
 1  1 31   6.6694029853374262E-002
 1  1 32   6.6694029853374262E-002
 1  1 33   6.6694029853374262E-002
 1  1 34   6.6694029853374262E-002
 1  1 35   6.6694029853374262E-002
 1  1 36   6.6694029853374262E-002
 1  1 37   6.6694029853374262E-002
 1  1 38   6.6694029853374262E-002
 1  1 39   6.6694029853374262E-002
 1  1 40   6.6694029853374262E-002
 1  1 41   6.6694029853374262E-002
 1  1 42   0.00000000    
