 1   1   1    0.45388E-08
 1   1   2    0.45388E-08
 1   1   3    0.45388E-08
 1   1   4    0.45388E-08
 1   1   5    0.45387E-08
 1   1   6    0.45386E-08
 1   1   7    0.45386E-08
 1   1   8    0.45385E-08
 1   1   9    0.45384E-08
 1   1  10    0.45383E-08
 1   1  11    0.45382E-08
 1   1  12    0.45380E-08
 1   1  13    0.45368E-08
 1   1  14    0.45322E-08
 1   1  15    0.45247E-08
 1   1  16    0.45040E-08
 1   1  17    0.44690E-08
 1   1  18    0.44077E-08
 1   1  19    0.42747E-08
 1   1  20    0.40931E-08
 1   1  21    0.37716E-08
 1   1  22    0.32383E-08
 1   1  23    0.26749E-08
 1   1  24    0.19012E-08
 1   1  25    0.52868E-09
 1   1  26    0.29278E-10
 1   1  27    0.58647E-13
 1   1  28    0.61330E-14
 1   1  29    0.17566E-14
 1   1  30    0.16756E-14
 1   1  31    0.16560E-14
 1   1  32    0.15954E-14
 1   1  33    0.15938E-14
 1   1  34    0.15925E-14
 1   1  35    0.16010E-14
 1   1  36    0.14857E-14
 1   1  37    0.15697E-14
 1   1  38    0.16311E-14
 1   1  39    0.15723E-14
 1   1  40    0.15461E-14
 1   1  41    0.15519E-14
 1   1  42    0.00000E+00
