 1   1   1    0.29105E-08
 1   1   2    0.29105E-08
 1   1   3    0.29105E-08
 1   1   4    0.29105E-08
 1   1   5    0.29105E-08
 1   1   6    0.29105E-08
 1   1   7    0.29105E-08
 1   1   8    0.29105E-08
 1   1   9    0.29105E-08
 1   1  10    0.29105E-08
 1   1  11    0.29105E-08
 1   1  12    0.29105E-08
 1   1  13    0.29105E-08
 1   1  14    0.29106E-08
 1   1  15    0.29107E-08
 1   1  16    0.29110E-08
 1   1  17    0.29127E-08
 1   1  18    0.29157E-08
 1   1  19    0.29217E-08
 1   1  20    0.29294E-08
 1   1  21    0.29197E-08
 1   1  22    0.27486E-08
 1   1  23    0.24094E-08
 1   1  24    0.17866E-08
 1   1  25    0.66684E-09
 1   1  26    0.37103E-10
 1   1  27    0.16394E-11
 1   1  28    0.22032E-11
 1   1  29    0.21734E-11
 1   1  30    0.18628E-11
 1   1  31    0.18056E-11
 1   1  32    0.19750E-11
 1   1  33    0.23569E-11
 1   1  34    0.28890E-11
 1   1  35    0.33277E-11
 1   1  36    0.35962E-11
 1   1  37    0.36925E-11
 1   1  38    0.37003E-11
 1   1  39    0.36986E-11
 1   1  40    0.36978E-11
 1   1  41    0.36988E-11
 1   1  42    0.00000E+00
