 1  1  1   1.3893028433098373     
 1  1  2   1.3473198537232975     
 1  1  3   1.3053309134644249     
 1  1  4   1.2633416225635705     
 1  1  5   1.2213519810511153     
 1  1  6   1.1793619889574700     
 1  1  7   1.1373716463130750     
 1  1  8   1.0953809531484002     
 1  1  9   1.0533899094939458     
 1  1 10   1.0113985153802418     
 1  1 11  0.96940677083784843     
 1  1 12  0.92741467589735482     
 1  1 13  0.88542223058938141     
 1  1 14  0.84342943494457756     
 1  1 15  0.80143628899362351     
 1  1 16  0.75944279276722926     
 1  1 17  0.71744894629613487     
 1  1 18  0.67545474961111085     
 1  1 19  0.63346020274295778     
 1  1 20  0.59146530572250633     
 1  1 21  0.54947005858061793     
 1  1 22  0.50747446134818364     
 1  1 23  0.46547851405612561     
 1  1 24  0.42348221673539588     
 1  1 25  0.38148556941697720     
 1  1 26  0.36048711451832499     
 1  1 27  0.36048711451832499     
 1  1 28  0.36048711451832499     
 1  1 29  0.36048711451832499     
 1  1 30  0.36048711451832499     
 1  1 31  0.36048711451832499     
 1  1 32  0.36048711451832499     
 1  1 33  0.36048711451832499     
 1  1 34  0.36048711451832499     
 1  1 35  0.36048711451832499     
 1  1 36  0.36048711451832499     
 1  1 37  0.36048711451832499     
 1  1 38  0.36048711451832499     
 1  1 39  0.36048711451832499     
 1  1 40  0.36048711451832499     
 1  1 41  0.36048711451832499     
 1  1 42   0.00000000    
