 1   1   1    0.29649E+07
 1   1   2    0.29649E+07
 1   1   3    0.29649E+07
 1   1   4    0.29649E+07
 1   1   5    0.29649E+07
 1   1   6    0.29649E+07
 1   1   7    0.29649E+07
 1   1   8    0.29649E+07
 1   1   9    0.29649E+07
 1   1  10    0.29649E+07
 1   1  11    0.29649E+07
 1   1  12    0.29648E+07
 1   1  13    0.29647E+07
 1   1  14    0.29639E+07
 1   1  15    0.29625E+07
 1   1  16    0.29578E+07
 1   1  17    0.29455E+07
 1   1  18    0.29237E+07
 1   1  19    0.28753E+07
 1   1  20    0.27948E+07
 1   1  21    0.26368E+07
 1   1  22    0.23390E+07
 1   1  23    0.19860E+07
 1   1  24    0.14948E+07
 1   1  25    0.50574E+06
 1   1  26    0.28697E+05
 1   1  27    0.55776E+02
 1   1  28    0.52744E+01
 1   1  29    0.14341E+01
 1   1  30    0.11169E+01
 1   1  31    0.11053E+01
 1   1  32    0.10941E+01
 1   1  33    0.10967E+01
 1   1  34    0.11039E+01
 1   1  35    0.11088E+01
 1   1  36    0.10714E+01
 1   1  37    0.11022E+01
 1   1  38    0.11266E+01
 1   1  39    0.10995E+01
 1   1  40    0.10929E+01
 1   1  41    0.10929E+01
 1   1  42    0.00000E+00
