 1  1  1   1.1372356487708624E-004
 1  1  2   1.1309458487970206E-004
 1  1  3   1.1247892834415399E-004
 1  1  4   1.1187659520163205E-004
 1  1  5   1.1128758538326344E-004
 1  1  6   1.1071189882011330E-004
 1  1  7   1.1014953544318569E-004
 1  1  8   1.0960049518342464E-004
 1  1  9   1.0906477797171571E-004
 1  1 10   1.0854238373888766E-004
 1  1 11   1.0803331241571493E-004
 1  1 12   1.0753756393292045E-004
 1  1 13   1.0705513822117958E-004
 1  1 14   1.0658603521112506E-004
 1  1 15   1.0613025483335365E-004
 1  1 16   1.0568779701843494E-004
 1  1 17   1.0525866169692325E-004
 1  1 18   1.0484284879937409E-004
 1  1 19   1.0444035825636718E-004
 1  1 20   1.0405118999853926E-004
 1  1 21   1.0367534395663199E-004
 1  1 22   1.0331282006156366E-004
 1  1 23   1.0296361824453988E-004
 1  1 24   1.0262773843722988E-004
 1  1 25   1.0230518057205953E-004
 1  1 26   1.0214889734698495E-004
 1  1 27   1.0214889734698495E-004
 1  1 28   1.0214889734698495E-004
 1  1 29   1.0214889734698495E-004
 1  1 30   1.0214889734698495E-004
 1  1 31   1.0214889734698495E-004
 1  1 32   1.0214889734698495E-004
 1  1 33   1.0214889734698495E-004
 1  1 34   1.0214889734698495E-004
 1  1 35   1.0214889734698495E-004
 1  1 36   1.0214889734698495E-004
 1  1 37   1.0214889734698495E-004
 1  1 38   1.0214889734698495E-004
 1  1 39   1.0214889734698495E-004
 1  1 40   1.0214889734698495E-004
 1  1 41   1.0214889734698495E-004
 1  1 42   0.00000000    
