 1   1   1    0.73231E-07
 1   1   2    0.73231E-07
 1   1   3    0.73231E-07
 1   1   4    0.73231E-07
 1   1   5    0.73231E-07
 1   1   6    0.73231E-07
 1   1   7    0.73231E-07
 1   1   8    0.73231E-07
 1   1   9    0.73231E-07
 1   1  10    0.73231E-07
 1   1  11    0.73231E-07
 1   1  12    0.73231E-07
 1   1  13    0.73231E-07
 1   1  14    0.73232E-07
 1   1  15    0.73233E-07
 1   1  16    0.73240E-07
 1   1  17    0.73260E-07
 1   1  18    0.73303E-07
 1   1  19    0.73398E-07
 1   1  20    0.73566E-07
 1   1  21    0.74065E-07
 1   1  22    0.78036E-07
 1   1  23    0.90295E-07
 1   1  24    0.11934E-06
 1   1  25    0.19086E-06
 1   1  26    0.22853E-06
 1   1  27    0.26894E-06
 1   1  28    0.29078E-06
 1   1  29    0.30928E-06
 1   1  30    0.32150E-06
 1   1  31    0.32572E-06
 1   1  32    0.32621E-06
 1   1  33    0.32715E-06
 1   1  34    0.33045E-06
 1   1  35    0.33560E-06
 1   1  36    0.34074E-06
 1   1  37    0.34406E-06
 1   1  38    0.34496E-06
 1   1  39    0.34450E-06
 1   1  40    0.34324E-06
 1   1  41    0.34208E-06
 1   1  42    0.50000E-07
