 1   1   1    0.63831E+07
 1   1   2    0.63831E+07
 1   1   3    0.63831E+07
 1   1   4    0.63831E+07
 1   1   5    0.63831E+07
 1   1   6    0.63831E+07
 1   1   7    0.63831E+07
 1   1   8    0.63831E+07
 1   1   9    0.63831E+07
 1   1  10    0.63831E+07
 1   1  11    0.63831E+07
 1   1  12    0.63831E+07
 1   1  13    0.63831E+07
 1   1  14    0.63831E+07
 1   1  15    0.63831E+07
 1   1  16    0.63831E+07
 1   1  17    0.63832E+07
 1   1  18    0.63833E+07
 1   1  19    0.63837E+07
 1   1  20    0.63847E+07
 1   1  21    0.63848E+07
 1   1  22    0.63304E+07
 1   1  23    0.59679E+07
 1   1  24    0.49905E+07
 1   1  25    0.28450E+07
 1   1  26    0.45008E+06
 1   1  27    0.79130E+03
 1   1  28    0.55258E+02
 1   1  29    0.11327E+02
 1   1  30    0.11628E+01
 1   1  31    0.11055E+01
 1   1  32    0.10886E+01
 1   1  33    0.10947E+01
 1   1  34    0.10904E+01
 1   1  35    0.11012E+01
 1   1  36    0.10856E+01
 1   1  37    0.11049E+01
 1   1  38    0.11111E+01
 1   1  39    0.10993E+01
 1   1  40    0.11044E+01
 1   1  41    0.10967E+01
 1   1  42    0.00000E+00
