1  1   1   9.9982419630073127E-005
1  1   2   9.9982419625969205E-005
1  1   3   9.9982419621868793E-005
1  1   4   9.9982419617772488E-005
1  1   5   9.9982419613680898E-005
1  1   6   9.9982419609594757E-005
1  1   7   9.9982419605514877E-005
1  1   8   9.9982419601442235E-005
1  1   9   9.9982419597377927E-005
1  1  10   9.9982419593323241E-005
1  1  11   9.9982419589279722E-005
1  1  12   9.9982419585249119E-005
1  1  13   9.9982419581233614E-005
1  1  14   9.9982419577235727E-005
1  1  15   9.9982419573258562E-005
1  1  16   9.9982419569305899E-005
1  1  17   9.9982419565382416E-005
1  1  18   9.9982419561493911E-005
1  1  19   9.9982419557647772E-005
1  1  20   9.9982419553853457E-005
1  1  21   9.9982419550123300E-005
1  1  22   9.9982419546473754E-005
1  1  23   9.9982419542927179E-005
1  1  24   9.9982419539514829E-005
1  1  25   9.9982419536281684E-005
1  1  26   9.9982419534752092E-005
1  1  27   9.9982419534752092E-005
1  1  28   9.9982419534752092E-005
1  1  29   9.9982419534752092E-005
1  1  30   9.9982419534752092E-005
1  1  31   9.9982419534752092E-005
1  1  32   9.9982419534752092E-005
1  1  33   9.9982419534752092E-005
1  1  34   9.9982419534752092E-005
1  1  35   9.9982419534752092E-005
1  1  36   9.9982419534752092E-005
1  1  37   9.9982419534752092E-005
1  1  38   9.9982419534752092E-005
1  1  39   9.9982419534752092E-005
1  1  40   9.9982419534752092E-005
1  1  41   9.9982419534752092E-005
1  1  42   0.00000000    
